text,label
không thấy đi thực hành buổi nào !,Negative
"nên tiết chế lại các yêu cầu về đồ án môn học như việc chấm chéo , làm clip hướng dẫn vừa lồng tiếng lại còn chèn sub .",Negative
"thầy dạy rất nhiệt tình và dễ hiểu , tuy nhiên do học sinh còn lười nhác học bài nên đôi khi kết quả không được như mong muốn .",Negative
"thầy nhiệt tình , giảng bài dễ hiểu .",Positive
đưa ra đồ án chưa hoàn toàn phù hợp với hình thức học thực hành .,Negative
tận tâm đối với sinh viên .,Positive
"nói chuyện dễ hiểu , dễ nghe .",Positive
"cô dạy hay , dế hiểu .",Positive
"thầy dạy tốt , sát với chương trình giảng dạy .",Positive
thầy tận tâm !,Positive
nội dung bài giảng không thực sự hấp dẫn .,Negative
lên lớp trễ .,Negative
em cảm ơn !,Neutral
thực hành thực tế nên giúp cho sinh viên hiểu rỏ hơn về mạch số và những cái trong mạch số .,Positive
giáo viên tận tâm .,Positive
"chú tâm , hướng dẫn cho từng học sinh , tương đối dễ hiểu .",Positive
bài tập không sát với đề cương .,Negative
"thầy giảng hay , mặc dù thỉnh thoảng có ngoài lề nhưng làm cho chúng em rất hứng thú và không buồn ngủ .",Positive
"nhiệt tình , chỉ dạy .",Positive
thầy luôn hướng dẫn rất chi tiết cho sinh viên !,Positive
"giảng viên thân thiện , dễ gần .",Positive
giao tiếp .,Neutral
giải thích bài giảng khá chi tiết .,Positive
"giảng viên thoải mái , nhiệt tình , gần gũi với sinh viên .",Positive
cảm giác của em là hơi chán .,Negative
"khả năng truyền đạt , sư phạm của thầy chưa tốt .",Negative
thầy dạy bám sát yêu cầu mà thực tế cần .,Positive
"giảng viên nhiệt tình , phương pháp thực hành hay , hiệu quả .",Positive
lập trình web mà thi trên giấy .,Negative
"vui tính , nhiệt tình , thật lòng thương sinh viên .",Positive
dạy đúng giờ .,Neutral
"giảng viên dạy đầy đủ kiến thức , có liên hệ thực tế nhiều giúp sinh viên hiểu rõ hơn về cách thức hoạt động của những kiến thức được học .",Positive
"bài mẫu thực hành nên cụ thể hơn, bài mẫu hiện tại khó áp dụng vào đồ án , bởi nó chỉ lướt qua tổng quan các control .",Negative
"slide được biện soạn từ sách network programing with csharp , trong sách viết rất rõ ràng , tuy nhiên khi dịch và đưa vào slide thì gây khó hiểu , như là đưa các ý chính vào slide để cho có , vấn đề là slide là nơi để trình bày các hình ảnh , các minh họa chứ không phải là nơi để các câu bưng từ sách ra .",Negative
"cần phải nâng cấp , cài đặt mới các phần mềm phù hợp hơn ví dụ doubledot máy ảo ubuntu .",Negative
thầy dạy hay tiết học sôi động vui nhộn nhưng vẫn đảm bảo kiến thức dành cho sinh viên .,Positive
giáo viên giảng dạy tận tâm .,Positive
cung cấp nhiều kiến thức .,Positive
dạy thực tế .,Positive
"thầy dạy rất nhiệt tình , công bằng trong đánh giá .",Positive
"giảng viên tổ chức các hoạt động nhóm , các buối presentation tạo điều kiện cho sinh viên thực hành , trao đổi kiến thức .",Positive
cần chỉ dẫn các bước giải toán chi tiết hơn để cho sinh viên hiểu vì đây là một môn học khó .,Negative
giảng viên cho rất ít bài tập đi kèm .,Negative
"thực hành cần song song với lý thuyết , thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu .",Negative
"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay .",Negative
đây là giáo viên dạy tệ nhất trong những giáo viên em từng học .,Negative
"mong thầy giảm độ khó của đề thi lại thầy ơi hu hu em sắp rớt môn đến nơi rồi ạ , đề thi giữa kỳ bài cơ bản để lấy điểm thì số điểm lại ít , còn các bài khó thì thầy cho nhiều điểm quá nên lớp khá nhiều bạn dưới trung bình trong kỳ thi vừa rồi à colonsad .",Negative
giờ không hợp lý .,Negative
cách giảng dạy khó hiểu .,Negative
"hướng dẫn tỉ mỉ , tận tâm .",Positive
ra một số bài tập hay có tính vận dụng .,Positive
"cô dạy tốt , nhiều bài tập .",Positive
thầy dạy nhiệt tình với sinh viên .,Positive
"thiếu nhiệt tình , chưa có sự chuẩn bị tốt về lý thuyết trước khi giảng dạy .",Negative
"sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn .",Neutral
thêm nhiều bài tập hơn .,Negative
giảng viên nên giảng kiến thức cơ bản kỹ hơn .,Negative
chịu cực chăm chỉ theo sát từng sinh viên .,Positive
"giảng viên giảng dễ hiểu , theo xác chuyên cần của sinh viên .",Positive
đồ án thầy yêu cầu khó thực hiện vì toàn những bài báo khoa học có nội dung trừu tượng .,Negative
kiến thức không áp dụng được nhiều cho thực tế .,Negative
"phòng học không đáp ứng đủ nhu cầu học tập của sinh viên , máy chiếu khá mờ .",Negative
cải thiện và nâng cao cơ sở vật chất .,Negative
nên giảm thời lượng môn học còn 7 tuần !,Negative
"tư vấn , hướng dẫn phương pháp học tập tiếng anh hiệu quả .",Positive
"nhiều lúc nghe giảng , giảng viên đang nói vấn đề này , chỗ này lại tự nhiên chuyển sang vấn đề khác rồi quay lại vấn đề cũ , khiến sinh viên dễ rối và không hiểu bài .",Negative
nhiều học sinh không hài lòng với cách sắp lịch học và cách ra bài tập thực hành của giáo viên .,Negative
kỹ năng đọc của em còn chưa thể hiện được .,Negative
lớp ít người nên học thoải mái .,Positive
"giảng viên nhiệt tình , giảng bài tốt .",Positive
thầy luôn biết cách thúc đẩy sinh viên học tập một cách hăng say hơn .,Positive
môn học hơi khó hiểu nên cập nhật giáo trình .,Negative
dẫn đến các bạn sinh viên rất khó hiểu và dẫn đến nhàm chán .,Negative
thầy cung cấp các bài giảng và việc thực hiện nó một cách hiệu quả .,Positive
bỏ vấn đề điểm danh .,Negative
giảng nhiều bài tập .,Positive
thầy dạy rất nhiệt tình và rất dễ hiểu .,Positive
"cần nhiều thời gian hơn nữa cho việc giảng dạy , vì kiến thức đáp ứng cho môn học chưa chuyên sâu .",Negative
cách truyền đạt hay và cuốn hút .,Positive
thầy wzjwz8 dạy rất nhiệt tình và dễ hiểu .,Positive
cần tăng số buổi gặp giáo viên hướng dẫn .,Negative
theo đa số sinh viên đều cảm nhận được rằng giảng viên giảng bài khó hiểu .,Negative
"kiến thức , tài liệu , đề cương đầy đủ chi tiết .",Positive
"ngoài ra , giảng viên còn tư vấn , định hướng phát triển nghề nghiệp cho sinh viên trong tương lai .",Positive
"mặc dù em rất thích cách dạy của cô nhưng có một vấn đề là cô dạy hơi nhanh , không phải giảng nhanh bài học mà cách cô nói nhanh , như vậy rất mệt vì phải nói liên hồi , mỗi lần cô nói một hơi xong là em thấy rất thương cô , chắc vì cô quen rồi , nhưng mong cô nói chậm lại một tý .",Negative
không khí học tập thoải mái và hiệu quả .,Positive
"giảng viên tận tâm , nhiệt tình , phương pháp giảng dạy dễ hiểu .",Positive
"giảng viên nhiệt tình , đúng giờ , giải đáp hiệu quả thắc mắc .",Positive
điều này thật sự kích thích và dễ hiểu bài .,Positive
"phần lớn thời gian trên lớp thầy toàn chép bài lên bảng , chép đầy bảng thầy lại xóa rồi chép tiếp .",Negative
giáo viên nhiệt tình với lớp học .,Positive
"thầy wzjwz138 dạy thật sự tốt , không có góp ý gì thêm .",Positive
thầy hài hước .,Positive
"chương trình nên sát với nhu cầu thực tế , mang tính hiệu quả , không đem những cái framework cũ biện hộ là nền tảng để học trong khi thế giới đang dần loại bỏ gần như toàn bộ bạn bè mà em biết đều không hiểu đang học cái gì và học làm chi , không có hứng để học tập như môn oop hay trí tuệ nhân tạo , tụi em học chỉ để đối phó và gần như không đối phó nổi .",Negative
thầy tận tình và hay tương tác với học sinh .,Positive
giảng viên nên liên hệ thực tế đến bài giảng .,Negative
em xin cám ơn .,Neutral
cô dạy hay nói bài đúng trọng tâm dễ hiểu .,Positive
cần dạy dễ hiểu và tận tâm hơn .,Negative
thầy truyền đạt không có hiệu quả .,Negative
thầy rất nhiệt tình và quan tâm giúp đỡ chúng em trong khi làm bài thực hành .,Positive
cách thầy dạy học rất hay !,Positive
"thầy wzjwz250 nhiệt tình và có kiến thức chuyên sâu , bài giảng sâu và dễ hiểu .",Positive
"cách giảng dạy , truyền đạt kiến thức , tạo không khí thoải mái trong giờ học .",Positive
cô giảng bài hơi khó hiểu .,Negative
đúng giờ hiệu quả chu đáo .,Positive
"thầy dạy vui tính , hứng thú trong học tập .",Positive
phần ôn tập rất dễ hiểu .,Positive
thầy thường xuyên không lên lớp vào tiết dạy !,Negative
cần có các đề tài cụ thể và quy trình thực tế để sinh viên thực hiện ở môn học này !,Negative
"thầy dạy tận tình , dễ hiểu .",Positive
"cô dạy rất nhiệt tình , vui tính dễ hiểu .",Positive
"giảng viên nhiệt tình , tận tâm đới với sinh viên .",Positive
thầy chỉ quan tâm vào đề thi và chạy theo thành tích .,Negative
cám ơn thầy dạy rất hay !,Positive
đề cương môn học nói chung chưa sát với đề cho lắm .,Negative
và cần có thêm những lưu ý cho học sinh .,Negative
"tận tình , quan tâm , hướng sinh viên có mục tiêu học tập đúng đắn .",Positive
thầy rất nhiệt tình và tân tâm với sinh viên .,Positive
"giảng viên khá nhiệt tình , thường xuyên trao đổi thông qua kênh website môn học .",Positive
"khó hiểu , khó vận dụng .",Negative
bài tập hơi nhiều .,Negative
"thầy dạy nhiệt tình , dễ hiểu , tận tình , làm nhiều bai tập vận dụng .",Positive
"cách dạy còn hơi khô khan , ít ví dụ , chủ yếu là giảng viên nói sinh viên nghe .",Negative
trong khi đề thi cho phép sinh viên dùng mạng .,Neutral
cô chỉ dẫn rất tận tình .,Positive
"giảng viên nhiệt tình , truyền đạt hiệu quả , tạo không khí học tập .",Positive
"cô dạy rất nhiệt tình , yêu sinh viên , luôn đi đúng giờ .",Positive
phương pháp lôi cuốn sinh viên .,Positive
đồ án rất vừa sức sinh viên .,Positive
"thầy giáo dạy rất nhiệt tình , khả năng truyền đạt tốt , vui vẻ , lịch sự , dễ gần .",Positive
dễ hiểu và cách dạy phù hợp .,Positive
"phòng thực hành dây mạng không rút được , wifi thì yếu .",Negative
sự nhiệt tình vui vẻ .,Positive
bài tập trực tuyến .,Neutral
thầy nhiệt tình giúp đỡ sinh viên .,Positive
"dễ hiểu , tận tâm !",Positive
nhiều khi giảng khó hiểu .,Negative
"vui vẻ , tận tình giải đáp thắc mắc và cung cấp nhiều kiến thức bổ ích .",Positive
"tuy tận tâm , nhiệt tình nhưng kiến thức thầy dạy khá cao siêu , sinh viên chưa đủ lĩnh hội được .",Negative
